organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,nursing degree received,gpa,employment status,previous health care work experience,leave,type of leave,termination,termination date,tenure,termination reason,id,education_clean,gpa_numeric
Emory University Hospital Midtown,8/8/25,480100,13696,8/4/25,Medical/Surgical Inpatient Unit,23,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,20576,Albany State University,3.75
Emory University Hospital,10/14/22,457429,13711,11/7/22,Orthopedic Inpatient Unit,27,Male,Bsn,3.0 - 3.49,,,No,,Yes,9/20/23,0.868493151,Obtained Position With A More Desirable Commute,20590,Albany State University,3.25
Emory Decatur Hospital,4/1/25,476508,13716,3/17/25,Emergency Department,24,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,20595,Albany State University,3.25
Emory University Hospital,10/28/24,448283,13718,10/14/24,Medical/Surgical Intermediate Unit,26,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,20597,Albany State University,3.25
Emory University Hospital,10/28/24,465066,13719,10/14/24,Transplant Unit,24,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,20598,Albany State University,3.25
Emory University Hospital,10/28/24,474441,13720,10/21/24,General Medical Inpatient Unit,23,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,20599,Albany State University,3.25
Emory University Hospital Midtown,10/25/24,448683,13721,10/15/24,Emergency Department,24,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,20600,Albany State University,3.25
Emory University Hospital Midtown,10/25/24,472184,13722,11/18/24,General Medical Inpatient Unit,38,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,20601,Albany State University,2.75
Emory University Hospital Midtown,10/25/24,474495,13723,10/14/24,Emergency Department,27,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,20602,Albany State University,2.75
Emory University Hospital Midtown,10/25/24,2138731,13724,10/14/24,General Medical Inpatient Unit,28,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,20603,Albany State University,3.75
Emory Decatur Hospital,8/20/24,459182,13725,8/12/24,Observation Unit,24,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,20604,Albany State University,3.25
Emory University Hospital,8/5/24,2401326,13726,7/29/24,Telemetry Unit,23,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,11/9/25,1.282191781,Other/Unknown,20605,Albany State University,3.75
Emory Saint Joseph’S Hospital,7/12/24,471163,13727,7/15/24,Medical/Surgical Inpatient Unit,44,Female,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,20606,Albany State University,3.75
Emory University Hospital Midtown,4/5/24,468927,13728,4/1/24,Medical Icu Inpatient Unit,38,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,20607,Albany State University,2.75
Emory Johns Creek Hospital,2/22/24,469487,13729,3/18/24,Medical/Surgical Inpatient Unit,38,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,20608,Albany State University,3.25
Emory University Hospital Midtown,10/27/23,430649,13730,10/1/23,Orthopedic Inpatient Unit,38,Female,Diploma,3.0 - 3.49,Full-Time,,No,,No,,,,20609,Albany State University,3.25
Emory University Hospital Midtown,4/1/22,432057,13732,4/15/22,Cardiac/Heart/Vascular Critical Care,40,Female,Adn/Asn,2.5 - 2.99,,,No,,No,,,,20611,Albany State University,2.75
Emory University Hospital Midtown,10/29/21,450712,13733,10/24/21,Emergency Department,24,Female,Adn/Asn,3.0 - 3.49,,,No,,Yes,11/20/22,1.073972603,Other/Unknown,20612,Albany State University,3.25
Emory Johns Creek Hospital,7/12/24,473360,13734,8/19/24,Neonatal Icu Inpatient Unit,22,Male,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,10/31/24,0.2,Other/Unknown,20613,Albany State University,3.25
Emory University Hospital,9/27/21,2129959,13735,10/3/21,Telemetry Unit,30,Female,Adn/Asn,3.0 - 3.49,,,No,,No,,,,20614,Albany State University,3.25
Emory University Hospital Midtown,8/13/21,445562,13736,2/28/21,Orthopedic Inpatient Unit,31,Female,Adn/Asn,3.0 - 3.49,,,No,,Yes,1/18/23,1.887671233,Unsatisfactory Performance,20615,Albany State University,3.25
Emory Long Term Acute Care,10/13/20,1451315,13737,10/5/20,Medical/Surgical Intermediate Unit,30,Male,Accelerated Bsn,3.5 And Above,,,No,,Yes,2/12/23,2.356164384,Other/Unknown,20616,Albany State University,3.75
Emory University Hospital Midtown,4/1/20,419873,13738,2/28/20,Orthopedic Inpatient Unit,48,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,20617,Albany State University,2.75
Emory University Hospital,8/1/19,2275291,13739,7/22/19,Neurology/Neurosurgical Icu Inpatient Unit,25,Male,Accelerated Bsn,3.5 And Above,,,No,,No,,,,20618,Albany State University,3.75
Emory University Hospital,7/23/18,425444,13740,,Mother/Baby Unit,24,Female,Bsn,3.0 - 3.49,,,No,,No,,,,20619,Albany State University,3.25
Emory University Hospital,2/23/18,417608,13741,,General Medical Inpatient Unit,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,20620,Albany State University,3.25
Emory University Hospital,3/10/14,639368,13742,,Medical/Surgical Inpatient Unit,25,Female,Bsn,3.0 - 3.49,,,No,,No,,,,20621,Albany State University,3.25
Emory University Hospital Midtown,4/5/24,2072378,13743,3/4/24,Oncology Inpatient Unit,52,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,20622,Albany State University,2.75
Emory University Hospital Midtown,10/28/22,458638,13791,9/19/22,Oncology Inpatient Unit,46,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,2/26/23,0.438356164,Other/Unknown,20670,Atlanta Technical College,3.25
Emory University Hospital,10/28/24,438358,13792,8/20/24,General Medical Inpatient Unit,39,Female,Adn/Asn,2.0 - 2.49,Full-Time,,No,,No,,,,20671,Atlanta Technical College,2.25
Emory Hillandale Hospital,8/22/24,472968,13793,8/12/24,Medical/Surgical Inpatient Unit,30,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,20672,Atlanta Technical College,2.75
Emory University Hospital,8/5/24,408670,13794,3/30/15,Medical/Surgical Intermediate Unit,29,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,20673,Atlanta Technical College,3.25
Emory University Hospital,8/16/23,444278,13795,7/31/23,Surgical Icu Inpatient Unit,28,Female,Adn/Asn,3.0 - 3.49,Full-Time,,No,,No,,,,20674,Atlanta Technical College,3.25
Emory University Hospital Midtown,8/12/22,2131947,13796,8/8/22,Cardiac/Heart/Vascular Critical Care,24,Female,Adn/Asn,2.5 - 2.99,,,No,,No,,,,20675,Atlanta Technical College,2.75
Emory Decatur Hospital,8/20/24,428492,13797,8/20/24,Emergency Department,31,Male,Adn/Asn,2.5 - 2.99,Full-Time,,No,,Yes,8/14/25,0.983561644,Unsatisfactory Performance,20676,Atlanta Technical College,2.75
Emory University Hospital Midtown,8/9/24,475356,13798,8/26/24,Medical/Surgical Inpatient Unit,32,Male,Adn/Asn,3.0 - 3.49,Full-Time,,No,,Yes,5/5/25,0.690410959,Other/Unknown,20677,Atlanta Technical College,3.25
Emory Hillandale Hospital,8/26/21,410978,13799,8/1/21,Ambulatory Setting,24,Male,Adn/Asn,3.5 And Above,,,No,,No,,,,20678,Atlanta Technical College,3.75
Emory University Hospital Midtown,8/1/20,373691,13800,8/10/20,Emergency Department,39,Female,Adn/Asn,3.0 - 3.49,,,No,,No,,,,20679,Atlanta Technical College,3.25
The Emory Clinic,8/18/25,479599,13801,8/18/25,Ambulatory Setting,26,Female,Adn/Asn,2.5 - 2.99,Full-Time,,No,,No,,,,20680,Atlanta Technical College,2.75
Emory University Hospital,11/12/25,2727427,14049,10/20/25,Medical/Surgical Icu Inpatient Unit,25,Male,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,20928,Baylor University,3.75
Emory University Hospital Midtown,8/12/22,456480,14050,7/25/22,Mother/Baby Unit,24,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,20929,Baylor University,3.75
Emory Decatur Hospital,7/23/19,435723,14051,7/15/19,Neonatal Icu Inpatient Unit,24,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,20930,Baylor University,3.25
Emory University Hospital,10/13/16,5021,14052,,Medical/Surgical Inpatient Unit,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,20931,Baylor University,3.25
Emory University Hospital,10/8/15,410848,14053,,Medical/Surgical Icu Inpatient Unit,27,Female,Bsn,3.5 And Above,,,No,,No,,,,20932,Baylor University,3.75
Emory Saint Joseph’S Hospital,2/20/17,417796,14122,2/20/17,Neurology/Neurosurgical Icu Inpatient Unit,40,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,10/12/19,2.64109589,Other/Unknown,21001,Brenau University,3.25
Emory Saint Joseph’S Hospital,7/11/16,30777,14123,,Medical/Surgical Inpatient Unit,26,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21002,Brenau University,3.25
Emory Saint Joseph’S Hospital,7/11/16,175658,14124,,Medical/Surgical Inpatient Unit,23,Female,Bsn,3.0 - 3.49,,,No,,Yes,9/6/20,,Obtained Position Representing A Promotion/Career Advancement,21003,Brenau University,3.25
Emory Saint Joseph’S Hospital,7/11/16,5699720,14125,,Medical/Surgical Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,Yes,10/13/20,,Obtained Position Representing A Promotion/Career Advancement,21004,Brenau University,3.75
Emory University Hospital,9/10/12,4103,14126,,Medical/Surgical Icu Inpatient Unit,40,Male,Bsn,3.5 And Above,,,No,,No,,,,21005,Brenau University,3.75
Emory Johns Creek Hospital,10/2/25,484389,14127,11/24/25,General Medical Inpatient Unit,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21006,Brenau University,3.75
Emory Johns Creek Hospital,2/17/25,477050,14129,3/24/25,Mother/Baby Unit,25,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,21008,Brenau University,3.25
Emory University Hospital Midtown,10/25/24,468862,14130,12/9/24,Surgical Icu Inpatient Unit,24,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21009,Brenau University,3.75
Emory University Hospital Midtown,10/25/24,1883146,14131,11/4/24,Medical/Surgical Inpatient Unit,31,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21010,Brenau University,3.75
Emory University Hospital,8/22/24,2182185,14132,8/5/24,Oncology Inpatient Unit,27,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,21011,Brenau University,3.25
Emory Decatur Hospital,8/20/24,473359,14134,8/19/24,Psychiatric Inpatient Unit,45,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21013,Brenau University,3.75
Emory University Hospital Midtown,8/9/24,472570,14135,8/5/24,Emergency Department,24,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21014,Brenau University,3.75
Emory University Hospital,8/5/24,472654,14136,7/29/24,Transplant Unit,28,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21015,Brenau University,3.25
Emory Saint Joseph’S Hospital,7/12/24,471651,14137,8/5/24,Emergency Department,49,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21016,Brenau University,3.75
Emory Johns Creek Hospital,7/12/24,2013566,14138,6/24/24,Medical/Surgical Icu Inpatient Unit,30,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21017,Brenau University,3.75
Emory Saint Joseph’S Hospital,2/15/21,1049601,14139,3/22/21,General Medical Inpatient Unit,38,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,9/27/21,0.517808219,Unhappy With Job/Facility,21018,Brenau University,3.75
Emory Saint Joseph’S Hospital,2/22/24,452869,14140,2/4/24,Telemetry Unit,31,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21019,Brenau University,3.75
Emory University Hospital Midtown,4/7/23,461844,14141,3/27/23,Neurology/Neurosurgical Icu Inpatient Unit,23,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,3/6/24,0.94520548,Relocating Out Of Area,21020,Brenau University,3.75
Emory Saint Joseph’S Hospital,2/22/24,468377,14142,2/5/24,Medical/Surgical Icu Inpatient Unit,27,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,7/9/25,1.424657534,Unhappy With Job/Facility,21021,Brenau University,3.25
Emory Saint Joseph’S Hospital,2/22/24,468442,14143,2/19/24,Perioperative Or,30,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,7/10/25,1.389041096,Personal Reasons,21022,Brenau University,3.75
Emory University Hospital,11/8/23,2462889,10781,10/9/23,Cardiac/Heart/Vascular Critical Care,24,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21023,Brenau University,3.75
Emory University Hospital,10/23/23,466509,14145,10/16/23,Transplant Unit,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21024,Brenau University,3.25
Emory Johns Creek Hospital,7/12/24,471326,14146,6/3/24,Medical/Surgical Inpatient Unit,26,Male,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,4/19/25,0.876712329,Unsatisfactory Performance,21025,Brenau University,3.25
Emory University Hospital,8/16/23,443898,10780,7/24/23,Neurology/Neurosurgical Icu Inpatient Unit,31,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,21026,Brenau University,3.25
Emory Decatur Hospital,8/15/23,2441675,14148,7/17/23,Medical/Surgical Intermediate Unit,27,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21027,Brenau University,3.25
Emory University Hospital,8/7/23,464297,14149,7/31/23,Oncology Inpatient Unit,26,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21028,Brenau University,3.75
Emory University Hospital,8/7/23,464583,14150,7/24/23,Transplant Unit,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21029,Brenau University,3.25
Emory University Hospital Midtown,4/7/23,2180052,14151,4/12/23,Medical/Surgical Inpatient Unit,25,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21030,Brenau University,3.25
Emory Hillandale Hospital,3/28/23,461779,14152,3/20/23,Medical/Surgical Icu Inpatient Unit,28,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,Yes,3/29/24,1.02739726,Other/Unknown,21031,Brenau University,3.25
Emory Decatur Hospital,3/28/23,462065,14153,3/20/23,Mother/Baby Unit,28,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21032,Brenau University,3.25
Emory Saint Joseph’S Hospital,2/24/23,461474,14154,2/27/23,Emergency Department,25,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21033,Brenau University,3.75
Emory University Hospital,10/14/22,2477823,14155,10/31/22,Medical Icu Inpatient Unit,39,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21034,Brenau University,3.75
Emory Decatur Hospital,10/11/22,459129,14156,10/10/22,Obstetrics/Labor & Delivery Inpatient Unit,35,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,21035,Brenau University,3.25
Emory University Hospital,8/17/22,455796,14157,7/11/22,Emergency Department,26,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21036,Brenau University,3.75
Emory University Hospital,8/5/24,2565727,14158,7/29/24,General Medical Inpatient Unit,37,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,9/1/24,0.093150685,Other/Unknown,21037,Brenau University,3.75
Emory University Hospital,4/27/22,453688,14159,3/21/22,Neurology/Neurosurgical Icu Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,No,,,,21038,Brenau University,3.75
Emory University Hospital Midtown,4/1/22,450459,14160,3/28/22,Medical/Surgical Inpatient Unit,28,Male,Bsn,3.5 And Above,,,No,,No,,,,21039,Brenau University,3.75
Emory Saint Joseph’S Hospital,2/21/22,394430,14161,3/7/22,Medical/Surgical Icu Inpatient Unit,38,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21040,Brenau University,3.25
Emory University Hospital Midtown,10/29/21,449193,14162,11/1/21,Cardiac/Heart/Vascular Critical Care,28,Male,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,11/28/24,3.076712329,Other/Unknown,21041,Brenau University,3.25
Emory University Hospital Midtown,10/29/21,450456,14163,10/24/21,Cardiac/Heart/Vascular Critical Care,44,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,21042,Brenau University,3.25
Emory Saint Joseph’S Hospital,10/18/21,151683,14164,10/18/21,Cardiac/Heart/Vascular Critical Care,46,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21043,Brenau University,3.75
Emory University Hospital,8/26/21,448220,14165,7/26/21,Perioperative Or,26,Male,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21044,Brenau University,3.25
Emory Johns Creek Hospital,7/12/21,445893,14166,7/12/21,General Surgical Inpatient Unit,42,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,5/14/23,1.838356164,Other/Unknown,21045,Brenau University,3.25
Emory Johns Creek Hospital,7/12/21,447923,14167,7/19/21,General Medical Inpatient Unit,40,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21046,Brenau University,3.25
Emory University Hospital,4/16/21,442285,14168,3/22/21,Oncology Inpatient Unit,24,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,2/18/23,1.912328767,Other/Unknown,21047,Brenau University,3.25
Emory Johns Creek Hospital,2/15/21,446370,14169,3/22/21,General Surgical Inpatient Unit,43,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,5/3/23,2.115068493,Obtained Position Representing A Different Job Experience,21048,Brenau University,3.25
Emory University Hospital,10/15/18,430921,14170,10/15/18,General Medical Inpatient Unit,31,Female,Bsn,2.5 - 2.99,,,No,,Yes,12/12/18,0.15890411,Other/Unknown,21049,Brenau University,2.75
Emory Decatur Hospital,10/13/20,443008,14171,10/5/20,General Medical Inpatient Unit,35,Female,Bsn,3.5 And Above,,,Yes,Medical,Yes,2/22/22,1.383561644,Did Not Return From Leave Of Absence,21050,Brenau University,3.75
Emory Saint Joseph’S Hospital,10/12/20,1807011,14172,10/12/20,Medical/Surgical Inpatient Unit,28,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,3/2/22,1.38630137,Other/Unknown,21051,Brenau University,3.25
Emory University Hospital,8/6/20,405394,14173,6/14/20,Oncology Inpatient Unit,32,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,21052,Brenau University,3.25
Emory University Hospital Midtown,8/1/20,442414,14174,5/1/20,Emergency Department,26,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,21053,Brenau University,3.75
Emory University Hospital,7/30/20,422410,14175,6/3/20,Medical/Surgical Intermediate Unit,24,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21054,Brenau University,3.25
Emory University Hospital,7/30/20,442598,14176,8/3/20,General Medical Inpatient Unit,34,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,3/11/23,2.602739726,Other/Unknown,21055,Brenau University,3.75
Emory University Hospital,7/30/20,2320135,14177,8/3/20,Transplant Unit,26,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,11/24/21,1.309589041,Disability/Illness/Injury,21056,Brenau University,3.75
Emory Decatur Hospital,7/21/20,2292317,14180,7/13/20,Medical/Surgical Icu Inpatient Unit,27,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21059,Brenau University,3.25
Emory Saint Joseph’S Hospital,7/13/20,442289,14181,7/13/20,Medical/Surgical Intermediate Unit,31,Female,Bsn,3.5 And Above,Per Diem,,No,,No,,,,21060,Brenau University,3.75
Emory Saint Joseph’S Hospital,7/13/20,442293,14182,7/13/20,Oncology Inpatient Unit,23,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21061,Brenau University,3.75
Emory Saint Joseph’S Hospital,7/13/20,442508,14183,7/13/20,Oncology Inpatient Unit,24,Female,Bsn,3.0 - 3.49,,,No,,Yes,8/29/21,1.128767123,Obtained Position Representing A Different Job Experience,21062,Brenau University,3.25
Emory University Hospital Midtown,4/1/20,420872,14184,3/30/20,Cardiac/Heart/Vascular Critical Care,47,Female,Bsn,3.5 And Above,,,No,,No,,,,21063,Brenau University,3.75
Emory University Hospital Midtown,10/31/19,438014,14185,10/28/19,Cardiac/Heart/Vascular Critical Care,31,Male,Bsn,3.0 - 3.49,,,No,,No,,,,21064,Brenau University,3.25
Emory Johns Creek Hospital,10/14/19,438559,14186,10/28/19,Perioperative Or,25,Male,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,10/3/21,1.934246575,Travel Nurse,21065,Brenau University,3.25
Emory University Hospital Midtown,7/25/19,436220,14187,7/29/19,Emergency Department,22,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,8/3/20,1.016438356,Relocating Out Of Area,21066,Brenau University,3.25
Emory University Hospital Midtown,2/28/19,432830,14188,2/28/19,Emergency Department,28,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21067,Brenau University,3.25
Emory University Hospital,10/28/24,475021,14189,11/11/24,General Surgical Inpatient Unit,28,Female,Masters,3.0 - 3.49,Full-Time,,No,,Yes,4/29/25,0.463013699,Other/Unknown,21068,Brenau University,3.25
Emory Decatur Hospital,11/14/23,461776,14190,11/13/23,Obstetrics/Labor & Delivery Inpatient Unit,52,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,7/27/24,0.704109589,Unsatisfactory Performance,21069,Brenau University,3.75
Emory Saint Joseph’S Hospital,7/16/18,578260,14192,7/16/18,Medical/Surgical Inpatient Unit,41,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,9/11/21,3.15890411,Travel Nurse,21071,Brenau University,3.25
Emory Saint Joseph’S Hospital,7/16/18,749221,14193,7/16/18,Medical/Surgical Intermediate Unit,22,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21072,Brenau University,3.25
Emory University Hospital,2/23/18,422833,14195,,Emergency Department,37,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21074,Brenau University,3.25
Emory University Hospital,2/23/18,423463,14196,,Rehabilitation Inpatient Unit,35,Male,Bsn,3.0 - 3.49,,,No,,No,,,,21075,Brenau University,3.25
Emory University Hospital,2/23/18,1291259,14197,,Neonatal Icu Inpatient Unit,29,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21076,Brenau University,3.25
Emory University Hospital,7/18/17,413862,14198,,Cardiac/Heart/Vascular Critical Care,27,Male,Bsn,3.0 - 3.49,,,No,,No,,,,21077,Brenau University,3.25
Emory University Hospital,7/18/17,420049,14199,,Perioperative Or,51,Male,Bsn,3.0 - 3.49,,,No,,No,,,,21078,Brenau University,3.25
Emory University Hospital,7/18/17,420191,14200,,General Surgical Inpatient Unit,44,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21079,Brenau University,3.25
Emory University Hospital,2/24/17,474425,14201,,Orthopedic Inpatient Unit,47,Female,Bsn,3.5 And Above,,,No,,No,,,,21080,Brenau University,3.75
Emory University Hospital,10/11/16,410987,14202,,Rehabilitation Inpatient Unit,34,Female,Bsn,3.5 And Above,,,No,,No,,,,21081,Brenau University,3.75
Emory University Hospital,10/10/16,415906,14203,,Medical/Surgical Icu Inpatient Unit,36,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21082,Brenau University,3.25
Emory University Hospital,4/22/16,359629,14204,,General Surgical Inpatient Unit,45,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21083,Brenau University,3.25
Emory University Hospital,4/22/16,322043,14206,,General Surgical Inpatient Unit,47,Female,Bsn,3.0 - 3.49,,,No,,Yes,4/12/17,,Other/Unknown,21085,Brenau University,3.25
Emory University Hospital,4/15/16,979074,14207,,Emergency Department,37,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21086,Brenau University,3.25
Emory University Hospital,10/8/15,374482,14208,,Other (Please Specify),30,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21087,Brenau University,3.25
Emory University Hospital,10/7/15,791546,14209,,Transplant Unit,36,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21088,Brenau University,3.25
Emory Saint Joseph’S Hospital,10/20/14,40701300,14210,,Telemetry Unit,26,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21089,Brenau University,3.25
Emory Saint Joseph’S Hospital,10/20/14,188264900,14211,,Other (Please Specify),51,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21090,Brenau University,3.25
Emory University Hospital,3/17/14,404465,14212,,General Medical Inpatient Unit,27,Female,Bsn,2.5 - 2.99,,,No,,No,,,,21091,Brenau University,2.75
Emory University Hospital,8/26/13,2709,14213,,General Medical Inpatient Unit,45,Female,Bsn,3.5 And Above,,,No,,No,,,,21092,Brenau University,3.75
Emory Saint Joseph’S Hospital,8/12/13,40247000,14214,,Emergency Department,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21093,Brenau University,3.25
Emory University Hospital,8/8/13,659,14215,,Oncology Inpatient Unit,30,Female,Bsn,3.5 And Above,,,No,,No,,,,21094,Brenau University,3.75
Emory University Hospital,3/11/13,412,14216,,General Medical Inpatient Unit,27,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21095,Brenau University,3.25
Emory University Hospital,9/10/12,3802,14218,,Oncology Inpatient Unit,36,Female,Bsn,3.5 And Above,,,No,,No,,,,21097,Brenau University,3.75
Emory University Hospital,7/16/12,4187,14219,,Transplant Unit,43,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21098,Brenau University,3.25
Emory University Hospital,6/14/12,2776,14220,,Perioperative Or,25,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21099,Brenau University,3.25
Emory Decatur Hospital,10/12/21,450138,14222,10/4/21,Obstetrics/Labor & Delivery Inpatient Unit,27,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2/27/22,0.4,Obtained Position Representing A Different Job Experience,21101,Brenau University,3.75
Emory University Hospital Midtown,8/11/23,461363,14242,8/20/23,Emergency Department,43,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21121,Capella University,3.75
Emory University Hospital,4/27/22,453441,14243,4/4/22,Emergency Department,43,Female,Bsn,3.5 And Above,,,No,,No,,,,21122,Capella University,3.75
Emory Decatur Hospital,8/19/25,479850,14935,8/11/25,Medical/Surgical Inpatient Unit,43,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21814,Columbus State University,3.25
Emory Decatur Hospital,8/19/25,480079,14936,8/11/25,Medical/Surgical Inpatient Unit,22,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21815,Columbus State University,3.25
Emory University Hospital Midtown,8/12/22,456567,14937,7/2/22,Telemetry Unit,31,Female,Bsn,3.0 - 3.49,,,No,,Yes,4/2/23,0.750684932,Other/Unknown,21816,Columbus State University,3.25
Emory University Hospital Midtown,8/11/23,464371,14938,7/17/23,Neurology/Neurosurgical Icu Inpatient Unit,24,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21817,Columbus State University,3.25
Emory University Hospital Midtown,8/7/23,464376,14939,7/24/23,Oncology Inpatient Unit,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21818,Columbus State University,3.25
The Emory Clinic,2/24/23,2215531,14940,2/20/23,Ambulatory Setting,34,Male,Adn/Asn,3.5 And Above,Full-Time,,No,,No,,,,21819,Columbus State University,3.75
Emory University Hospital,11/18/22,459040,14941,11/18/22,Perioperative Or,28,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21820,Columbus State University,3.75
Emory University Hospital Midtown,8/12/22,456558,14942,8/8/22,Oncology Inpatient Unit,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21821,Columbus State University,3.25
