organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,nursing degree received,gpa,employment status,previous health care work experience,leave,type of leave,termination,termination date,tenure,termination reason,id,education_clean,gpa_numeric
Emory Saint Joseph’S Hospital,3/30/09,5098,17287,,Other (Please Specify),26,Female,Bsn,3.5 And Above,,,No,,No,,,,24161,Kennesaw State University,3.75
Emory Saint Joseph’S Hospital,3/30/09,7974,17288,,Other (Please Specify),20,Female,Bsn,3.5 And Above,,,No,,No,,,,24162,Kennesaw State University,3.75
Emory Saint Joseph’S Hospital,3/30/09,9896,17289,,Other (Please Specify),23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24163,Kennesaw State University,3.25
Emory Saint Joseph’S Hospital,7/18/22,2478191,17290,7/25/22,Telemetry Unit,27,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,6/11/24,1.882191781,Obtained Position Representing A Different Job Experience,24164,Kennesaw State University,3.75
Emory University Hospital,3/30/20,440117,17291,3/2/20,Oncology Inpatient Unit,24,Female,Bsn,3.5 And Above,,,No,,Yes,1/27/23,2.906849315,Other/Unknown,24165,Kennesaw State University,3.75
Emory University Hospital,3/30/20,440271,17292,3/2/20,Transplant Unit,23,Female,Bsn,3.5 And Above,,,No,,No,,,,24166,Kennesaw State University,3.75
Emory University Hospital,8/1/19,435922,17293,7/22/19,Transplant Unit,29,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,4/1/22,2.695890411,Obtained Position Representing A Different Job Experience,24167,Kennesaw State University,3.25
Emory University Hospital,8/1/19,436022,17294,7/22/19,Oncology Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,No,,,,24168,Kennesaw State University,3.75
Emory University Hospital,8/1/19,1292220,17295,7/22/19,General Medical Inpatient Unit,30,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24169,Kennesaw State University,3.75
Emory University Hospital,11/12/25,457937,17415,11/10/25,Neurology/Neurosurgical Icu Inpatient Unit,26,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24289,Mercer University,3.75
Emory University Hospital,11/12/25,481250,17416,10/20/25,Cardiac/Heart/Vascular Critical Care,27,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24290,Mercer University,3.25
Emory University Hospital,11/12/25,483849,17417,11/10/25,Medical Icu Inpatient Unit,25,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24291,Mercer University,3.25
Emory Decatur Hospital,11/11/25,2565737,17418,10/20/25,Telemetry Unit,24,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24292,Mercer University,3.25
Emory University Hospital,8/20/25,2662042,17420,8/18/25,Emergency Department,24,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24294,Mercer University,3.75
Emory University Hospital,3/10/25,2004681,17423,3/3/25,Other (Please Specify),52,Male,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24297,Mercer University,3.25
Emory University Hospital,8/22/24,2597501,17424,5/13/24,Oncology Inpatient Unit,26,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24298,Mercer University,3.75
Emory University Hospital,8/21/24,472172,17425,7/29/24,Cardiac/Heart/Vascular Critical Care,23,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24299,Mercer University,3.75
Emory University Hospital,4/24/24,466293,17426,1/8/24,Neurology/Neurosurgical Icu Inpatient Unit,25,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24300,Mercer University,3.25
Emory University Hospital,4/24/24,468748,17427,3/4/24,Neurology/Neurosurgical Icu Inpatient Unit,29,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24301,Mercer University,3.75
Emory Decatur Hospital,3/26/24,2599965,17428,4/1/24,Medical/Surgical Intermediate Unit,28,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,Yes,8/11/25,1.361643836,Unhappy With Job/Facility,24302,Mercer University,3.25
Emory Saint Joseph’S Hospital,2/22/24,468379,17429,2/5/24,Emergency Department,23,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24303,Mercer University,3.75
Emory University Hospital,11/8/23,465698,17430,10/9/23,Cardiac/Heart/Vascular Critical Care,25,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24304,Mercer University,3.25
Emory University Hospital Midtown,10/27/23,2502366,17431,10/23/23,Neurology/Neurosurgical Icu Inpatient Unit,22,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24305,Mercer University,3.25
Emory Saint Joseph’S Hospital,10/20/23,2551102,17432,11/6/23,Perioperative Or,38,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,Yes,7/17/25,1.695890411,Unhappy With Job/Facility,24306,Mercer University,3.25
Emory University Hospital,8/16/23,1636247,17433,7/24/23,Cardiac/Heart/Vascular Critical Care,30,Male,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24307,Mercer University,3.75
Emory University Hospital,8/16/23,2298064,17434,7/24/23,Neurology/Neurosurgical Icu Inpatient Unit,23,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24308,Mercer University,3.75
Emory University Hospital,8/16/23,2480039,17435,7/24/23,Cardiac/Heart/Vascular Critical Care,23,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,12/31/24,1.44109589,Other/Unknown,24309,Mercer University,3.75
Emory Decatur Hospital,8/15/23,2461723,17436,8/7/23,Mother/Baby Unit,25,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24310,Mercer University,3.75
Emory Johns Creek Hospital,7/12/21,446947,17437,6/27/21,Obstetrics/Labor & Delivery Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,Yes,5/26/22,0.912328767,Did Not Return From Leave Of Absence,24311,Mercer University,3.75
Emory University Hospital Midtown,8/11/23,463650,17438,6/12/23,Emergency Department,25,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,7/25/24,1.120547945,Other/Unknown,24312,Mercer University,3.25
Emory University Hospital Midtown,8/11/23,464372,17439,7/31/23,Orthopedic Inpatient Unit,24,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,5/27/25,1.824657534,Other/Unknown,24313,Mercer University,3.25
Emory University Hospital Midtown,8/11/23,465120,17440,8/14/23,Emergency Department,22,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24314,Mercer University,3.75
The Emory Clinic,8/7/23,2489790,17441,7/17/23,Oncology Inpatient Unit,38,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24315,Mercer University,3.25
Emory Saint Joseph’S Hospital,7/21/23,464238,17442,7/17/23,Oncology Inpatient Unit,22,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,7/27/24,1.030136986,Military,24316,Mercer University,3.25
Emory Long Term Acute Care,7/21/20,442083,17443,7/13/20,Medical/Surgical Intermediate Unit,23,Female,Bsn,3.0 - 3.49,,,No,,Yes,4/24/21,0.780821918,Compensation/Pay,24317,Mercer University,3.25
Emory Decatur Hospital,3/28/23,461780,17444,3/20/23,Emergency Department,37,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,Yes,6/22/24,1.260273973,Other/Unknown,24318,Mercer University,3.25
Emory Decatur Hospital,7/23/19,366066,17445,7/15/19,Obstetrics/Labor & Delivery Inpatient Unit,35,Female,Bsn,3.0 - 3.49,,,No,,Yes,5/10/20,0.821917808,Obtained Position With A More Desirable Work Schedule,24319,Mercer University,3.25
Emory Decatur Hospital,3/28/23,462591,17446,4/24/23,Medical/Surgical Inpatient Unit,35,Male,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24320,Mercer University,3.25
Emory Decatur Hospital,3/28/23,2428521,17447,3/21/23,Obstetrics/Labor & Delivery Inpatient Unit,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24321,Mercer University,3.25
Emory University Hospital,3/13/23,461582,17448,3/6/23,Oncology Inpatient Unit,38,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24322,Mercer University,3.75
Emory University Hospital,8/18/21,447959,17449,7/19/21,Neurology/Neurosurgical Icu Inpatient Unit,27,Female,Bsn,3.5 And Above,,,No,,Yes,9/25/21,0.18630137,Unsatisfactory Performance,24323,Mercer University,3.75
Emory University Hospital,8/18/21,447963,17450,7/19/21,Medical Icu Inpatient Unit,25,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,9/17/21,0.164383562,Unsatisfactory Performance,24324,Mercer University,3.75
Emory University Hospital Midtown,11/18/22,459039,17451,11/18/22,Perioperative Or,25,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24325,Mercer University,3.25
Emory University Hospital,11/18/22,2013275,17452,11/18/22,Perioperative Or,29,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24326,Mercer University,3.75
Emory University Hospital,7/23/18,425635,17453,7/23/18,Medical/Surgical Inpatient Unit,26,Female,Bsn,3.0 - 3.49,,,No,,Yes,6/25/19,0.923287671,Other/Unknown,24327,Mercer University,3.25
Emory Saint Joseph’S Hospital,10/17/22,455969,17454,10/17/22,Cardiac/Heart/Vascular Critical Care,22,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24328,Mercer University,3.75
Emory Johns Creek Hospital,10/17/22,459449,17455,10/17/22,Emergency Department,40,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24329,Mercer University,3.75
Emory Johns Creek Hospital,10/17/22,459450,17456,10/17/22,Mother/Baby Unit,25,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24330,Mercer University,3.75
Emory Johns Creek Hospital,10/17/22,2536814,17457,10/17/22,Emergency Department,40,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24331,Mercer University,3.75
Emory University Hospital,10/14/22,455396,17458,9/26/22,Medical/Surgical Intermediate Unit,41,Male,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24332,Mercer University,3.75
Emory University Hospital,10/14/22,459038,17459,10/31/22,Neurology/Neurosurgical Icu Inpatient Unit,45,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24333,Mercer University,3.75
Emory University Hospital,10/14/22,2524985,17460,10/31/22,Neurology/Neurosurgical Icu Inpatient Unit,26,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,24334,Mercer University,3.25
Emory University Hospital,8/17/22,446770,17461,7/11/22,Neurology/Neurosurgical Icu Inpatient Unit,25,Female,Bsn,3.5 And Above,,,No,,No,,,,24335,Mercer University,3.75
Emory University Hospital,8/17/22,2523276,17462,8/22/22,Cardiac/Heart/Vascular Critical Care,24,Male,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,4/22/25,2.668493151,Other/Unknown,24336,Mercer University,3.25
Emory Saint Joseph’S Hospital,7/18/22,455857,17463,7/11/22,Emergency Department,25,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24337,Mercer University,3.75
Emory Saint Joseph’S Hospital,7/18/22,456043,17464,7/18/22,Cardiac/Heart/Vascular Critical Care,24,Male,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,10/17/24,2.252054795,Other/Unknown,24338,Mercer University,3.25
Emory Johns Creek Hospital,7/18/22,456299,17465,7/18/22,Medical Icu Inpatient Unit,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,24339,Mercer University,3.25
Emory University Hospital Midtown,4/1/22,453218,17466,3/28/22,Mother/Baby Unit,29,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24340,Mercer University,3.75
Emory University Hospital,3/18/22,1769502,17467,2/28/22,General Surgical Inpatient Unit,26,Male,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,24341,Mercer University,3.25
Emory University Orthopaedics & Spine Hospital,3/18/22,2481165,17468,3/14/22,Orthopedic Inpatient Unit,27,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,24342,Mercer University,3.75
Emory University Hospital,2/21/22,2419098,17469,2/21/22,Perioperative Or,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24343,Mercer University,3.25
Emory University Hospital,11/3/21,449819,17470,9/20/21,Medical Icu Inpatient Unit,25,Male,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24344,Mercer University,3.75
Emory University Hospital,11/3/21,2418737,17471,9/20/21,Cardiac/Heart/Vascular Critical Care,24,Female,Bsn,3.5 And Above,,,No,,Yes,11/20/22,1.167123288,Obtained Position With A More Desirable Commute,24345,Mercer University,3.75
Emory University Hospital,11/3/21,2479377,17472,7/19/21,Emergency Department,22,Male,Bsn,3.5 And Above,Full-Time,,No,,Yes,10/23/22,1.263013699,Returning To School Full-Time,24346,Mercer University,3.75
Emory University Hospital Midtown,10/29/21,425403,17473,11/7/21,Orthopedic Inpatient Unit,29,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24347,Mercer University,3.25
Emory University Hospital Midtown,10/29/21,450030,17474,10/18/21,Obstetrics/Labor & Delivery Inpatient Unit,29,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,12/9/23,2.142465753,Relocating Out Of Area,24348,Mercer University,3.75
Emory University Hospital Midtown,10/29/21,450452,17475,10/24/21,Medical Icu Inpatient Unit,31,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,12/14/22,1.139726027,Other/Unknown,24349,Mercer University,3.75
Emory University Hospital Midtown,10/29/21,450454,17476,10/24/21,Cardiac/Heart/Vascular Critical Care,28,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24350,Mercer University,3.75
Emory University Hospital Midtown,10/29/21,450457,17477,10/24/21,Neurology/Neurosurgical Icu Inpatient Unit,24,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24351,Mercer University,3.75
Emory Johns Creek Hospital,10/18/21,24631,17478,10/18/21,Obstetrics/Labor & Delivery Inpatient Unit,47,Female,Bsn,3.5 And Above,Per Diem,,No,,No,,,,24352,Mercer University,3.75
Emory Johns Creek Hospital,10/18/21,450083,17479,10/18/21,Obstetrics/Labor & Delivery Inpatient Unit,27,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24353,Mercer University,3.75
Emory Johns Creek Hospital,10/18/21,451062,17480,10/18/21,Emergency Department,27,Female,Bsn,3.0 - 3.49,,,No,,Yes,10/16/24,2.997260274,Other/Unknown,24354,Mercer University,3.25
Emory Johns Creek Hospital,10/18/21,2208471,17481,10/18/21,Emergency Department,24,Female,Bsn,3.0 - 3.49,,,No,,Yes,1/2/24,2.208219178,Travel Nurse,24355,Mercer University,3.25
Emory Saint Joseph’S Hospital,10/18/21,2313836,17482,10/18/21,Medical/Surgical Intermediate Unit,28,Female,Accelerated Bsn,3.0 - 3.49,Per Diem,,No,,No,,,,24356,Mercer University,3.25
Emory Saint Joseph’S Hospital,10/18/21,2463702,17483,10/18/21,Medical/Surgical Intermediate Unit,26,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,8/26/24,2.857534247,Other/Unknown,24357,Mercer University,3.75
Emory University Hospital,9/27/21,413019,17484,10/4/21,Medical/Surgical Inpatient Unit,34,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,24358,Mercer University,3.25
Emory University Hospital At Wesley Woods,9/27/21,450439,17485,12/6/21,Psychiatric Inpatient Unit,23,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,4/7/24,2.336986301,Other/Unknown,24359,Mercer University,3.25
Emory University Hospital Midtown,9/27/21,450668,17486,10/11/21,Perioperative Or,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24360,Mercer University,3.25
Emory University Orthopaedics & Spine Hospital,9/27/21,2425782,17487,10/11/21,Perioperative Or,28,Female,Bsn,3.5 And Above,,,No,,Yes,1/3/23,1.230136986,Other/Unknown,24361,Mercer University,3.75
Emory University Hospital Midtown,8/26/21,448569,17488,8/19/21,Medical Icu Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,Yes,8/20/23,2.002739726,Obtained Position Representing A Different Job Experience,24362,Mercer University,3.75
Emory University Hospital Midtown,8/26/21,2023692,17489,7/27/21,Medical Icu Inpatient Unit,25,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24363,Mercer University,3.25
Emory University Hospital Midtown,8/26/21,2423394,17490,8/9/21,Surgical Icu Inpatient Unit,24,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,4/1/24,2.646575342,Other/Unknown,24364,Mercer University,3.25
Emory University Hospital Midtown,8/26/21,2425397,17491,7/26/21,Perioperative Or,34,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24365,Mercer University,3.75
Emory University Hospital Midtown,8/26/21,2462890,17492,8/9/21,Medical Icu Inpatient Unit,37,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,1/14/23,1.432876712,Returning To School Full-Time,24366,Mercer University,3.75
Emory University Hospital,8/18/21,443620,17493,7/12/21,Surgical Icu Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,Yes,3/30/25,3.717808219,Other/Unknown,24367,Mercer University,3.75
Emory University Hospital,8/18/21,447982,17494,7/19/21,Cardiac/Heart/Vascular Critical Care,24,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,11/19/22,1.336986301,Obtained Position With A More Desirable Work Schedule,24368,Mercer University,3.75
Emory University Hospital Midtown,8/13/21,448116,17495,7/26/21,Mother/Baby Unit,22,Female,Bsn,3.5 And Above,,,No,,Yes,11/18/23,2.315068493,Obtained Position With A More Desirable Commute,24369,Mercer University,3.75
Emory Decatur Hospital,7/26/21,441798,17496,7/26/21,Medical Icu Inpatient Unit,21,Female,Bsn,3.5 And Above,,,No,,Yes,8/12/22,1.046575342,Other/Unknown,24370,Mercer University,3.75
Emory Saint Joseph’S Hospital,7/18/22,2445719,17497,7/18/22,Ambulatory Setting,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,1/13/23,0.490410959,Unhappy With Job/Facility,24371,Mercer University,3.25
Emory Decatur Hospital,7/26/21,448102,17498,7/26/21,Medical Icu Inpatient Unit,25,Female,Bsn,3.5 And Above,,,No,,Yes,12/30/22,1.430136986,Obtained Position With A More Desirable Work Schedule,24372,Mercer University,3.75
Emory Saint Joseph’S Hospital,7/12/21,441838,17499,7/12/21,Emergency Department,22,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,4/2/25,3.726027397,Relocating Out Of Area,24373,Mercer University,3.75
Emory Saint Joseph’S Hospital,7/12/21,447807,17500,7/12/21,Cardiac/Heart/Vascular Critical Care,23,Female,Bsn,3.5 And Above,,,No,,No,,,,24374,Mercer University,3.75
Emory University Hospital,4/16/21,445341,17501,3/1/21,Cardiac/Heart/Vascular Critical Care,24,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,24375,Mercer University,3.25
Emory University Hospital,4/16/21,445540,17502,3/22/21,Emergency Department,32,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2/11/24,2.893150685,Did Not Return From Leave Of Absence,24376,Mercer University,3.75
Emory University Hospital Midtown,4/1/21,445884,17503,4/19/21,General Surgical Inpatient Unit,25,Female,Bsn,3.0 - 3.49,,,No,,Yes,1/22/23,1.761643836,Disability/Illness/Injury,24377,Mercer University,3.25
Emory University Hospital Midtown,4/1/21,2179403,17504,2/1/21,Cardiac/Heart/Vascular Critical Care,24,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,9/11/23,2.608219178,Other/Unknown,24378,Mercer University,3.75
Emory University Orthopaedics & Spine Hospital,3/15/21,2028806,17505,3/15/21,Orthopedic Inpatient Unit,37,Female,Bsn,3.5 And Above,,,No,,No,,,,24379,Mercer University,3.75
Emory University Hospital,2/15/21,2426231,17506,2/15/21,Perioperative Or,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,3/29/22,1.115068493,Obtained Position Representing A Different Job Experience,24380,Mercer University,3.25
Emory University Hospital,11/6/20,442142,17507,6/8/20,Orthopedic Inpatient Unit,33,Female,Bsn,3.0 - 3.49,,,No,,Yes,11/22/21,1.457534247,Other/Unknown,24381,Mercer University,3.25
Emory University Hospital,11/6/20,442997,17508,9/28/20,Neurology/Neurosurgical Icu Inpatient Unit,30,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24382,Mercer University,3.75
Emory University Hospital,11/6/20,443612,17509,10/5/20,Emergency Department,32,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24383,Mercer University,3.25
Emory University Hospital,11/6/20,443637,17510,10/12/20,Ambulatory Setting,30,Female,Bsn,3.5 And Above,,,No,,Yes,1/8/21,0.24109589,Family Obligations (Family/Friend Caregiving Responsibility),24384,Mercer University,3.75
Emory University Hospital Midtown,10/30/20,443308,17511,10/26/20,Orthopedic Inpatient Unit,26,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,11/13/21,1.049315068,Travel Nurse,24385,Mercer University,3.75
Emory University Hospital Midtown,10/30/20,443309,17512,10/26/20,Orthopedic Inpatient Unit,26,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24386,Mercer University,3.75
Emory University Hospital Midtown,10/30/20,443492,17513,10/26/20,Neurology/Neurosurgical Icu Inpatient Unit,25,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24387,Mercer University,3.75
Emory University Hospital Midtown,10/30/20,2318904,17514,10/26/20,Medical Icu Inpatient Unit,26,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24388,Mercer University,3.75
Emory Decatur Hospital,10/13/20,443010,17515,10/5/20,Obstetrics/Labor & Delivery Inpatient Unit,26,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,12/12/22,2.18630137,Other/Unknown,24389,Mercer University,3.25
Emory Saint Joseph’S Hospital,10/18/21,450394,17516,10/18/21,Oncology Inpatient Unit,26,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,9/17/22,0.915068493,Family Obligations (Family/Friend Caregiving Responsibility),24390,Mercer University,3.25
Emory Saint Joseph’S Hospital,10/18/21,450399,17517,10/18/21,Oncology Inpatient Unit,24,Female,Bsn,3.0 - 3.49,,,No,,Yes,9/4/22,0.879452055,Staffing Or Workload,24391,Mercer University,3.25
Emory Decatur Hospital,10/13/20,2408920,17518,10/5/20,Obstetrics/Labor & Delivery Inpatient Unit,31,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,24392,Mercer University,3.75
Emory Saint Joseph’S Hospital,10/12/20,443081,17519,10/12/20,Medical/Surgical Inpatient Unit,36,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,8/10/22,1.82739726,Relocating Out Of Area,24393,Mercer University,3.25
Emory University Hospital,9/18/20,2276389,17520,9/14/20,Neurology/Neurosurgical Icu Inpatient Unit,49,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,3/30/23,2.539726027,Other/Unknown,24394,Mercer University,3.25
Emory University Hospital,8/6/20,435167,17521,7/27/20,Surgical Icu Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,No,,,,24395,Mercer University,3.75
Emory University Hospital,8/6/20,442409,17522,8/3/20,Orthopedic Inpatient Unit,26,Female,Bsn,3.0 - 3.49,,,No,,Yes,9/26/22,2.147945205,Other/Unknown,24396,Mercer University,3.25
Emory University Hospital Midtown,8/1/20,435391,17523,8/10/20,Medical/Surgical Inpatient Unit,25,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24397,Mercer University,3.25
Emory University Hospital Midtown,8/1/20,439711,17524,6/14/20,Cardiac/Heart/Vascular Critical Care,30,Female,Bsn,3.0 - 3.49,,,No,,Yes,12/26/21,1.534246575,Relocating Out Of Area,24398,Mercer University,3.25
Emory University Hospital Midtown,8/1/20,441544,17525,4/27/20,Emergency Department,26,Female,Bsn,3.0 - 3.49,,,No,,Yes,8/13/22,2.295890411,Staffing Or Workload,24399,Mercer University,3.25
Emory University Hospital Midtown,8/1/20,442438,17526,8/10/20,Mother/Baby Unit,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24400,Mercer University,3.25
Emory University Hospital Midtown,8/1/20,442647,17527,8/10/20,Cardiac/Heart/Vascular Critical Care,23,Female,Bsn,3.5 And Above,,,No,,Yes,8/10/22,2,Travel Nurse,24401,Mercer University,3.75
Emory University Hospital Midtown,8/1/20,1682783,17528,7/27/20,Medical Icu Inpatient Unit,29,Female,Bsn,3.5 And Above,,,No,,No,,,,24402,Mercer University,3.75
Emory University Hospital Midtown,8/1/20,2319863,17529,6/17/20,Medical Icu Inpatient Unit,32,Female,Msn (Cnl),3.5 And Above,,,No,,No,,,,24403,Mercer University,3.75
Emory University Hospital Midtown,8/1/20,2362106,17530,7/20/20,Medical/Surgical Icu Inpatient Unit,28,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,24404,Mercer University,3.75
Emory Saint Joseph’S Hospital,7/13/20,442496,17532,7/13/20,Orthopedic Inpatient Unit,23,Female,Bsn,3.0 - 3.49,Per Diem,,No,,No,,,,24406,Mercer University,3.25
Emory University Hospital Midtown,10/29/21,450453,17533,10/24/21,Medical Icu Inpatient Unit,27,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,10/1/22,0.936986301,Other/Unknown,24407,Mercer University,3.75
Emory University Hospital Midtown,4/1/20,2183458,17534,2/24/20,Emergency Department,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24408,Mercer University,3.25
Emory University Hospital Midtown,10/31/19,438077,17535,10/28/19,Perioperative Or,25,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24409,Mercer University,3.25
Emory University Hospital,10/24/19,2046472,17536,10/28/19,Perioperative Or,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24410,Mercer University,3.25
Emory Hillandale Hospital,10/22/19,435730,17537,10/14/19,Emergency Department,23,Female,Bsn,3.0 - 3.49,,,No,,Yes,5/17/22,2.591780822,Other/Unknown,24411,Mercer University,3.25
Emory University Hospital,8/1/19,359422,17538,7/22/19,Neurology/Neurosurgical Icu Inpatient Unit,58,Female,Bsn,3.0 - 3.49,,,No,,No,,,,24412,Mercer University,3.25
Emory University Hospital,8/1/19,377401,17539,7/22/19,Transplant Unit,46,Female,Bsn,3.5 And Above,,,No,,No,,,,24413,Mercer University,3.75
Emory University Hospital,8/1/19,425423,17540,7/22/19,Emergency Department,24,Female,Bsn,3.0 - 3.49,,,No,,Yes,6/5/21,1.873972603,Relocating Out Of Area,24414,Mercer University,3.25
Emory University Hospital,8/1/19,435927,17541,7/22/19,Cardiac/Heart/Vascular Critical Care,35,Male,Bsn,3.0 - 3.49,,,No,,No,,,,24415,Mercer University,3.25
Emory University Hospital,8/1/19,435947,17542,7/22/19,Medical Icu Inpatient Unit,23,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,11/4/21,2.290410959,Other/Unknown,24416,Mercer University,3.75
Emory University Hospital,8/1/19,436158,17543,7/22/19,Neurology/Neurosurgical Icu Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,Yes,4/16/21,1.736986301,Obtained Position Representing A Different Job Experience,24417,Mercer University,3.75
Emory University Hospital,8/1/19,1696108,17544,7/22/19,Neurology/Neurosurgical Icu Inpatient Unit,28,Female,Bsn,3.5 And Above,,,No,,No,,,,24418,Mercer University,3.75
Emory University Hospital,8/1/19,2022754,17545,7/22/19,General Surgical Inpatient Unit,24,Male,Bsn,3.5 And Above,Full-Time,,No,,Yes,6/5/21,1.873972603,Obtained Position Representing A Different Job Experience,24419,Mercer University,3.75
Emory University Hospital,8/1/19,2131970,17546,7/22/19,Neurology/Neurosurgical Icu Inpatient Unit,23,Female,Bsn,3.5 And Above,,,No,,Yes,10/16/21,2.238356164,Travel Nurse,24420,Mercer University,3.75
